Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment,btc_price
814,toly 🇺🇸,@DoganEth @0xMert_ @sreeramkannan Not until eth L1 confirms it. Arbs sequencer can bail before then.,2024-09-30,0,0,doganeth 0xmert sreeramkannan eth l1 confirms arbs sequencer bail,0,63329.5
815,toly 🇺🇸,@sreeramkannan @bramcohen @0xMawuko @LordKishen @0x94305 @tarunchitra @MaxResnick1 You don’t need to use a vdf for this.  As long as the ordering is deterministic there is no arb between nyc CEX and solana.  Thats all it needs to accomplish.  It’s an open permissionless system that’s just as good at price discovery as a centralized permissioned one.  It can be,2024-09-30,0,2,sreeramkannan bramcohen 0xmawuko lordkishen 0x94305 tarunchitra maxresnick1 dont need use vdf long ordering deterministic arb nyc cex solana thats needs accomplish open permissionless thats just good price discovery centralized permissioned,0,63329.5
816,toly 🇺🇸,@0xkydo @0xMert_ Resolving differences doesn’t matter because it’s deterministic.  The arb opportunity is gone between nyc and solana as soon as the tx is included in any leader anywhere in the world.,2024-09-30,0,8,0xkydo 0xmert resolving differences doesnt matter deterministic arb opportunity gone nyc solana soon tx included leader world,0,63329.5
817,toly 🇺🇸,@sreeramkannan @LordKishen @0x94305 @tarunchitra @MaxResnick1 Traders already deal with execution risk.  The point is that once a tx is included in Asia the arbitrage opportunity between nyc and solana is gone.,2024-09-30,0,14,sreeramkannan lordkishen 0x94305 tarunchitra maxresnick1 traders deal execution risk point tx included asia arbitrage opportunity nyc solana gone,-1,63329.5
818,Kyle Samani,@kheldar_sol Lol got me,2024-09-30,0,1,kheldarsol lol got,0,63329.5
819,Kyle Samani,"@kheldar_sol Ethereum’s primary design constraint is solo stakers

Literally the antithesis of forward looking",2024-09-30,0,0,kheldarsol ethereums primary design constraint solo stakers literally antithesis forward looking,0,63329.5
820,Kyle Samani,"@KAndrewHuang You have not scaled ETH

You have helped create many competitors to Ethereum",2024-09-30,0,6,kandrewhuang scaled eth helped create competitors ethereum,0,63329.5
821,toly 🇺🇸,@0xkydo @0xMert_ I have a flawed understanding of multiple concurrent leaders for Solana?,2024-09-29,3,113,0xkydo 0xmert flawed understanding multiple concurrent leaders solana,0,65635.3046875
822,toly 🇺🇸,@Rahul__Ghangas @0xAzur @sreeramkannan @kheldar_sol @SuiNetwork If validators can earn more with more cores dedicated to scheduling they will go get more cores.,2024-09-29,0,0,rahulghangas 0xazur sreeramkannan kheldarsol suinetwork validators earn cores dedicated scheduling cores,1,65635.3046875
823,toly 🇺🇸,"@Rahul__Ghangas @0xAzur @sreeramkannan @kheldar_sol @SuiNetwork It’s more complicated.  There are a bunch of watermarks, or limits. Like block bytes, memory read or written in a block, or compute holding a single account write locked.  Each watermark is independently hit.  It’s a knapsack problem.",2024-09-29,0,1,rahulghangas 0xazur sreeramkannan kheldarsol suinetwork complicated bunch watermarks limits like block bytes memory read written block compute holding single account write locked watermark independently hit knapsack problem,0,65635.3046875
824,toly 🇺🇸,@joaomendoncaaaa @robustus @sreeramkannan If @tinydancerio builds a data validating bridge for eth users to solana why would they ever use any other L2?,2024-09-29,0,3,joaomendoncaaaa robustus sreeramkannan tinydancerio builds data validating bridge eth users solana use l2,0,65635.3046875
825,toly 🇺🇸,@Rahul__Ghangas @0xAzur @sreeramkannan @kheldar_sol @SuiNetwork Every cycle we find more bugs in that pipeline.  Eventually it won’t suck. Right now just memory allocations in quic are enough to add some lag.,2024-09-29,0,1,rahulghangas 0xazur sreeramkannan kheldarsol suinetwork cycle bugs pipeline eventually wont suck right just memory allocations quic add lag,0,65635.3046875
826,toly 🇺🇸,@sreeramkannan @0xMert_ @kheldar_sol @getcode Devs can logically pin state to a single sequencer.,2024-09-29,0,18,sreeramkannan 0xmert kheldarsol getcode devs logically pin state single sequencer,0,65635.3046875
827,toly 🇺🇸,"@0xAzur @sreeramkannan @kheldar_sol @SuiNetwork When leaders aren’t slammed with spam it’s about 1s on solana.  It’s irrespective of tps, the user e2e conf time is mostly wasted in getting the tx to the block, not what happens after. https://t.co/xc4HXVDHpY",2024-09-29,0,7,0xazur sreeramkannan kheldarsol suinetwork leaders arent slammed spam 1s solana irrespective tps user e2e conf time wasted getting tx block happens httpstcoxc4hxvdhpy,0,65635.3046875
828,toly 🇺🇸,Two different ZKPs in separate instructions in a single solana atomic transaction with the data flow between the instructions defined by the user is bar for zkp on solana.  Who is building this?,2024-09-29,5,71,different zkps separate instructions single solana atomic transaction data flow instructions defined user bar zkp solana building,0,65635.3046875
829,toly 🇺🇸,"@sreeramkannan A news event happens in Singapore that impacts Apple, which is traded in nyc.  A transaction that impacts markets can be included by a block producer in Singapore, so by the time the news hits traders in nyc there is no arbitrage between the markets in solana and the ones in nyc.",2024-09-29,0,103,sreeramkannan news event happens singapore impacts apple traded nyc transaction impacts markets included block producer singapore time news hits traders nyc arbitrage markets solana ones nyc,0,65635.3046875
830,Meltem Demirors,"@NikoLeMieux @SolSplits @AltheaNetwork yup @AltheaNetwork has a connectivity infra fund that's basically this 

would love to chat more re: @SolSplits and credit products - mocked this up 2 months ago but prob could use some basic diagrams and specific tooling ppl can use on SOL https://t.co/yrdl5sxAzE",2024-09-29,0,3,nikolemieux solsplits altheanetwork yup altheanetwork connectivity infra fund thats basically love chat solsplits credit products mocked 2 months ago prob use basic diagrams specific tooling ppl use sol httpstcoyrdl5sxaze,0,65635.3046875
831,Santiago R Santos,"Prob will be hard in the next decade outperform a basket portfolio of:

Bitcoin
Solana
TSLA
Meme basket 

Do your own work. NFA. I will likely not hold this bag and change constantly and underperform because of overthinking and over trading 🙃",2024-09-29,9,313,prob hard decade outperform basket portfolio bitcoin solana tsla meme basket work nfa likely hold bag change constantly underperform overthinking trading,0,65635.3046875
832,toly 🇺🇸,@arixoneth Sure!  Then only based L2s would count as eth DEX volume.  Which there is zero off atm.,2024-09-28,0,7,arixoneth sure based l2s count eth dex volume zero atm,0,65887.6484375
833,Kyle Samani,"probably the most comprehensive response to my token2049 keynote about why SOL will flip ETH

tbh i think basically all of this is cope, so need to respond line-by-line

but you should read and render your own judgements",2024-09-28,1,91,probably comprehensive response token2049 keynote sol flip eth tbh think basically cope need respond linebyline read render judgements,0,65887.6484375
834,Kyle Samani,"@wholisticguy @doctor_dickbutt @ryanberckmans @0xdavidhan tbh i don't need to respond. i will retweet though, and encourage the world at large to see the ridiculousness of the .eth people",2024-09-28,0,12,wholisticguy doctordickbutt ryanberckmans 0xdavidhan tbh dont need respond retweet encourage world large ridiculousness eth people,0,65887.6484375
835,Kyle Samani,"@0xrag3 @Baker0x @ryanberckmans @0xdavidhan Various solana based teams are building network extensions. This is possible because Solana is permissionless

That doesn’t mean Solana’s scaling plan is to bet on L2s",2024-09-28,0,1,0xrag3 baker0x ryanberckmans 0xdavidhan various solana based teams building network extensions possible solana permissionless doesnt mean solanas scaling plan bet l2s,0,65887.6484375
836,toly 🇺🇸,"&gt; On DEX volume, Kyle excludes L2s from his Eth comparison

This is the whole point 🤷🏼‍♂️. The fees in L2s from DEX volume on L2s do not contribute to Eth L1 stakers.  

Otherwise you can legitimately count solana DEX volume towards ethereum.  

There is absolutely no technical",2024-09-28,7,158,gt dex volume kyle excludes l2s eth comparison point fees l2s dex volume l2s contribute eth l1 stakers legitimately count solana dex volume ethereum absolutely technical,1,65887.6484375
837,Kyle Samani,@doctor_dickbutt @ryanberckmans @0xdavidhan I bought my first ETH in March 2016 and ETH was my first real source of wealth in my life,2024-09-27,0,36,doctordickbutt ryanberckmans 0xdavidhan bought eth march 2016 eth real source wealth life,0,65790.6640625
838,Kyle Samani,@_Jonahw @gakonst ETH is very much not money,2024-09-27,0,0,jonahw gakonst eth money,0,65790.6640625
839,toly 🇺🇸,The number one usecase for solana is growing a family. So you can split the cost of the validator with your household and everyone you invited to the wedding.,2024-09-27,12,162,number usecase solana growing family split cost validator household invited wedding,0,65790.6640625
840,raj 🖤,"there’s an invisible class of products being built on solana, that nobody will see coming.

🧑‍🤝‍🧑 scrappy, small, product-centric teams
🧠 not distracted by cross-chain
💰 minimal funding, no flashy party rounds
⚔️ forged in heated competition
🧙‍♂️ multi-cycle builders with wisdom",2024-09-27,93,846,theres invisible class products built solana coming scrappy small productcentric teams distracted crosschain minimal funding flashy party rounds forged heated competition multicycle builders wisdom,0,65790.6640625
841,raj 🖤,@0xGumshoe fully agree that growth on solana is its own beast. cant wait to see what you do! it’d be awesome to read about your learnings in public too.,2024-09-27,0,18,0xgumshoe fully agree growth solana beast wait itd awesome read learnings public,0,65790.6640625
842,raj 🖤,love this! solana-native growth agency.,2024-09-27,15,188,love solananative growth agency,1,65790.6640625
843,Kyle Samani,@ryrzny @meshmapxyz @solana @a16zcrypto @ColosseumOrg @lattice_fund @EV3ventures @GSR_io @aeyakovenko @rajgokal @balajis @paulbohm Congrats! Glad to see you continuing to push this vision forward,2024-09-27,0,3,ryrzny meshmapxyz solana a16zcrypto colosseumorg latticefund ev3ventures gsrio aeyakovenko rajgokal balajis paulbohm congrats glad continuing push vision forward,1,65790.6640625
844,Kyle Samani,"@joaomendoncaaaa @0xBalloonLover ethereum - as experienced by real people - is not more neutral than solana

centralized l2s are the antithesis of credible neutrality",2024-09-26,0,3,joaomendoncaaaa 0xballoonlover ethereum experienced real people neutral solana centralized l2s antithesis credible neutrality,0,65181.01953125
845,Santiago R Santos,"@blknoiz06 If WIF is at $100, where is SOL?",2024-09-26,1,23,blknoiz06 wif 100 sol,0,65181.01953125
846,Chris Burniske,"I take the angry replies of late as an indication of how off-sides many people are for the mindset that will work in the coming quarters. Tragically, that's bullish. 

Bullish $BTC $ETH $SOL, bullish shiny new coins.",2024-09-26,7,88,angry replies late indication offsides people mindset work coming quarters tragically thats bullish bullish btc eth sol bullish shiny new coins,0,65181.01953125
847,Kyle Samani,@BernadetteMado2 @ayyyeandy Trivial for roll ups to rip out ETH for celestia or avail or whatever,2024-09-25,0,1,bernadettemado2 ayyyeandy trivial roll ups rip eth celestia avail,0,63143.14453125
848,toly 🇺🇸,@colludingnode @KyleSamani That’s not a good argument.  Solana mainnet makes profit of priority fees and can subsidize the cost of non contentious payments below a da layer that lacks the hotspots to do so.,2024-09-25,0,0,colludingnode kylesamani thats good argument solana mainnet makes profit priority fees subsidize cost non contentious payments da layer lacks hotspots,0,63143.14453125
849,toly 🇺🇸,@colludingnode @KyleSamani If that’s the only revenue model there is no actual value acruel.  Solana validators can actually drop da below costs because access to hotspots is price insensitive and will subsidize everything else.,2024-09-25,0,2,colludingnode kylesamani thats revenue model actual value acruel solana validators actually drop da costs access hotspots price insensitive subsidize,0,63143.14453125
850,toly 🇺🇸,And now the solana ecosystem is putting 100gbps switches wired up with fiber world wide to optimize the dog and cat coin markets. 🥲🥲🥲,2024-09-25,13,79,solana ecosystem putting 100gbps switches wired fiber world wide optimize dog cat coin markets,0,63143.14453125
851,Kyle Samani,"@aeyakovenko @bryan_johnson I remember when solana was almost dead

And when drift was almost dead too",2024-09-24,0,10,aeyakovenko bryanjohnson remember solana dead drift dead,0,64301.96875
852,Santiago R Santos,@bennybitcoins That’s French for buying the Solana phone instead,2024-09-24,0,1,bennybitcoins thats french buying solana phone instead,0,64301.96875
853,Santiago R Santos,"@macbrennan_cc gm sir
You know where I stand on Solana and as much as I’m a mega bull it does not invalidate need for Mega

Mega is Mega and Solana is Solana
Two different lanes",2024-09-24,0,8,macbrennancc gm sir know stand solana im mega bull does invalidate need mega mega mega solana solana different lanes,0,64301.96875
854,toly 🇺🇸,"Solana is a decentralized and disorganized YC:

* founders not developers 
* startups not projects 
* engineering not research 

Because it’s disorganized, there is comms inefficiency.  You should talk to labs, anza, foundation, helius, metaplex, colosseum, Jito, triton…",2024-09-24,62,687,solana decentralized disorganized yc founders developers startups projects engineering research disorganized comms inefficiency talk labs anza foundation helius metaplex colosseum jito triton,0,64301.96875
855,toly 🇺🇸,"New goal just dropped. Wen 50k solana nodes?

I think the people that are mad at me saying that economic security is a meme realized how hard actual physical security is and don’t want to do the work.",2024-09-23,6,91,new goal just dropped wen 50k solana nodes think people mad saying economic security meme realized hard actual physical security dont want work,0,63329.80078125
856,toly 🇺🇸,"@dca_LVII @0xMert_ BREAKING NEWS: @solana like outage experienced by a layer two, follow @TheBlock__ for more coverage",2024-09-23,0,10,dcalvii 0xmert breaking news solana like outage experienced layer follow theblock coverage,-1,63329.80078125
857,Santiago R Santos,@lior_eth Lmao it’s all very entertaining,2024-09-23,0,0,lioreth lmao entertaining,1,63329.80078125
858,toly 🇺🇸,Solana has as many shipped phones as other ecosystems have layers.,2024-09-23,58,542,solana shipped phones ecosystems layers,0,63329.80078125
859,toly 🇺🇸,"@geet_eth @jon_charb @0xMert_ Looking at the perf differences between agave and firedancer, a ton of improvements are due to minimizing memory allocations, strict thread management and zero copy message passing. 

There is basically a thread pool per sr engineer in agave 😭😭😭",2024-09-23,0,2,geeteth joncharb 0xmert looking perf differences agave firedancer ton improvements minimizing memory allocations strict thread management zero copy message passing basically thread pool sr engineer agave,0,63329.80078125
860,toly 🇺🇸,"blinks for writes, das api for reads == 🧈🧈🧈

If you are a @solana smart contract dev, your job isn’t done until an external developer can use every feature through blinks and das.",2024-09-23,49,320,blinks writes das api reads solana smart contract dev job isnt external developer use feature blinks das,1,63329.80078125
861,toly 🇺🇸,"@0x_Osprey @toghrulmaharram 💯Chain verification costs are higher on solana, but the difference is negligible in practice.  

The economic barrier to participate in the quorum  are 10-20x smaller at the moment on ethereum. That was the big payoff from all the bls optimizations the eth core devs implemented.",2024-09-22,0,9,0xosprey toghrulmaharram chain verification costs higher solana difference negligible practice economic barrier participate quorum 1020x smaller moment ethereum big payoff bls optimizations eth core devs implemented,0,63648.7109375
862,Santiago R Santos,"We’re entering the consumer application phase of crypto and it will become very clear the “have” and “have nots” 

This has been my thesis all along for Solana. I see a clear path for broader adoption from payments to DePIN, and if you think it’s all meme coins you’re in for a",2024-09-22,27,267,entering consumer application phase crypto clear nots thesis solana clear path broader adoption payments depin think meme coins youre,0,63648.7109375
863,toly 🇺🇸,Can we get an @artemis__xyz dashboard for TTSP - time to solana in a podcast.,2024-09-22,1,25,artemisxyz dashboard ttsp time solana podcast,0,63648.7109375
864,toly 🇺🇸,"@geet_eth @jon_charb @0xMert_ lol, that reads really of terse. My bad.",2024-09-22,0,2,geeteth joncharb 0xmert lol reads really terse bad,0,63648.7109375
865,raj 🖤,"@solanasteve_ @solana @SolanaConf I feel like I’m on your shit list after I ran away from you in the mall. I was late for my network state talk, please don’t hate me!

fully agree fwiw",2024-09-22,0,12,solanasteve solana solanaconf feel like im shit list ran away mall late network state talk dont hate fully agree fwiw,-1,63648.7109375
866,Kyle Samani,@sgoldfed agree! the only problem with L2s is that they're bad for ETH,2024-09-22,0,1,sgoldfed agree problem l2s theyre bad eth,0,63648.7109375
867,Kyle Samani,@holdmybirra @solana @SolanaConf that talk is from token2049 not breakpoint. will share YT link when i get it from conference organizers,2024-09-22,0,1,holdmybirra solana solanaconf talk token2049 breakpoint share yt link conference organizers,1,63648.7109375
868,Kyle Samani,"videos from @solana @SolanaConf are all live on youtube! tons of alpha to be found

https://t.co/Zgaj0uODPU",2024-09-22,13,122,videos solana solanaconf live youtube tons alpha httpstcozgaj0uodpu,0,63648.7109375
869,toly 🇺🇸,@geet_eth @jon_charb @0xMert_ If you can’t read the code the analysis won’t mean anything to you,2024-09-22,0,2,geeteth joncharb 0xmert read code analysis wont mean,0,63648.7109375
870,Santiago R Santos,@0xSamHogan @bonham_sol Can always count on Sam leaking alpha,2024-09-22,0,2,0xsamhogan bonhamsol count sam leaking alpha,0,63648.7109375
871,Chris Burniske,"@Apeds_eth I have, also impressive",2024-09-21,0,1,apedseth impressive,1,63394.83984375
872,toly 🇺🇸,Kain was one of the first guests on the solana podcast ages ago.  Finally get to jam together.,2024-09-21,0,50,kain guests solana podcast ages ago finally jam,0,63394.83984375
873,toly 🇺🇸,@chainyoda @solana @brianlong Zaki was right!,2024-09-21,0,4,chainyoda solana brianlong zaki right,0,63394.83984375
874,raj 🖤,"solana is a global network state.

it runs on a light speed state machine.

it seeks to be faster, cheaper, bigger.

this is just the beginning.",2024-09-21,173,1159,solana global network state runs light speed state machine seeks faster cheaper bigger just beginning,0,63394.83984375
875,raj 🖤,"we need someone like this for @solana

DM’s are open! https://t.co/0BM6d2Y33m",2024-09-21,30,311,need like solana dms open httpstco0bm6d2y33m,0,63394.83984375
876,raj 🖤,@farokh @solana this one is gonna cost you a lot,2024-09-21,0,11,farokh solana gonna cost lot,0,63394.83984375
877,raj 🖤,"@Bocsta1 @farokh @solana it’s the opposite, farokh pays me for the right to post about solana",2024-09-21,2,14,bocsta1 farokh solana opposite farokh pays right post solana,0,63394.83984375
878,Santiago R Santos,"All the @SolanaConf Day 1 videos are up on YouTube. Here’s the Solana vs Ethereum debate icymi:

https://t.co/Xam7JLtxuJ",2024-09-20,1,38,solanaconf day 1 videos youtube heres solana vs ethereum debate icymi httpstcoxam7jltxuj,0,63192.9765625
879,Kyle Samani,@chainyoda @zmanian Her was indeed early to solana,2024-09-20,0,4,chainyoda zmanian early solana,0,63192.9765625
880,Santiago R Santos,About to go on stage @SolanaConf . Who will win the Solana vs Ethereum debate and take the Breakpoint award? https://t.co/ZrmwgRHY3g,2024-09-20,9,184,stage solanaconf win solana vs ethereum debate breakpoint award httpstcozrmwgrhy3g,0,63192.9765625
881,Kyle Samani,"@0xtuba @pythianism OP implied BERA/SOL is going up a lot from current 1/40 ratio

I’ll take the under at 1/5 ratio",2024-09-20,0,3,0xtuba pythianism op implied berasol going lot current 140 ratio ill 15 ratio,0,63192.9765625
882,toly 🇺🇸,Congratulations!!! Mert is one of the hardest working founders I have ever met. His energy and product obsession has been an inspiration to the whole solana ecosystem.  🦾🦾🦾,2024-09-20,35,657,congratulations mert hardest working founders met energy product obsession inspiration solana ecosystem,1,63192.9765625
883,Chris Burniske,$SOL's turn to go meow?,2024-09-20,25,559,sols turn meow,0,63192.9765625
884,Chris Burniske,".@solana fam is more quiet than I would have expected during #Breakpoint2024, though $SOL is doing some talking of its own - is it so good in SG that there's no time to post the goodness? https://t.co/08lAqQ16HK",2024-09-19,6,360,solana fam quiet expected breakpoint2024 sol doing talking good sg theres time post goodness httpstco08laqq16hk,0,62940.45703125
885,Kyle Samani,@pythianism BERA/SOL price 18 months after TGE,2024-09-19,0,21,pythianism berasol price 18 months tge,0,62940.45703125
886,Kyle Samani,@daddysether L2s explicitly take value in the form of MEV and execution costs away from ETH,2024-09-19,0,4,daddysether l2s explicitly value form mev execution costs away eth,0,62940.45703125
887,toly 🇺🇸,@ClodsireSol @m_it It’s an original solana saga. There is no “saga 2” atm,2024-09-17,0,1,clodsiresol mit original solana saga saga 2 atm,0,60308.5390625
888,Chris Burniske,"@isellchoco @bonesawtrades @CelestiaOrg Innovation comes before revenue, has for every major chain (Bitcoin, Ethereum, Solana, etc), and every major company. 

Follow a single metric on metronome, without critical thinking, and get rekt.",2024-09-17,0,10,isellchoco bonesawtrades celestiaorg innovation comes revenue major chain bitcoin ethereum solana major company follow single metric metronome critical thinking rekt,0,60308.5390625
889,toly 🇺🇸,@FigoETH The value isn’t based on that guarantee. The value comes from access to the update in relation to some other trade.  If all the trades move from the eth L1 it just won’t matter when the oracle gets an update,2024-09-16,0,1,figoeth value isnt based guarantee value comes access update relation trade trades eth l1 just wont matter oracle gets update,0,58192.5078125
890,toly 🇺🇸,@FigoETH The oracle provider can do this with just SSL and dns. It’s just as true on tron or eth L1 or solana or any L2.  So there is no premium fees to capture.,2024-09-16,0,2,figoeth oracle provider just ssl dns just true tron eth l1 solana l2 premium fees capture,0,58192.5078125
891,toly 🇺🇸,"@FigoETH The mev searcher that bundles the oracle update and pays a premium fee is paying to be first to execute a trade, not for “security of the oracle update”. 

That trade doesn’t depend on the security of the L1.  It can be just as lucrative on any L2 or solana and the oracle update",2024-09-16,0,5,figoeth mev searcher bundles oracle update pays premium fee paying execute trade security oracle update trade doesnt depend security l1 just lucrative l2 solana oracle update,0,58192.5078125
892,Kyle Samani,"@gajeshnaik Gas fees were so bad in 2020 and 2021 that it forced activity off of Ethereum

Activity migrated mostly to SOLUNAVAX

But only Solana remains relevant

Primary reason is SVM so there is no EVM copy pasta. I have been adamantly opposed to EVM support for this reason",2024-09-16,0,36,gajeshnaik gas fees bad 2020 2021 forced activity ethereum activity migrated solunavax solana remains relevant primary reason svm evm copy pasta adamantly opposed evm support reason,-1,58192.5078125
893,Chris Burniske,"@panicselling Easy to be wrong short term, but longer term it’s clear we’re going higher and someone else can try to help those who are shorting tia or sol here",2024-09-15,2,80,panicselling easy wrong short term longer term clear going higher try help shorting tia sol,0,59182.8359375
894,toly 🇺🇸,@WazzCrypto @wholisticguy @hildobby_ Usdt on tron has the same security as eth mainnet usdt or solana usdt.,2024-09-15,0,0,wazzcrypto wholisticguy hildobby usdt tron security eth mainnet usdt solana usdt,0,59182.8359375
895,toly 🇺🇸,"@FigoETH There are no “high value” txs. Native USDT on tron is the same value in eth L1 or solana.  The fees are due to congestion, not value or security.  So there is no way to discriminate on price by “tx value” and no rational person will.",2024-09-15,0,2,figoeth high value txs native usdt tron value eth l1 solana fees congestion value security way discriminate price tx value rational person,0,59182.8359375
896,toly 🇺🇸,"@FigoETH The gap in logic there is why would eth L1 blockspace be so valuable? 

DA has no content or time premium. Users get soft confirmations from the L2, so there is no premium to pay for faster synchronization to L1 or premium to access specific state since all da blobs are fungible.",2024-09-15,0,3,figoeth gap logic eth l1 blockspace valuable da content time premium users soft confirmations l2 premium pay faster synchronization l1 premium access specific state da blobs fungible,0,59182.8359375
897,toly 🇺🇸,@FigoETH USD has value because US people make globally competitive products and services and are taxed in USD regardless of what currency they sell their products in. US based L2s that earn revenue in eth with sequencer fees pay taxes in USD on those eth earnings.  They add more value to,2024-09-15,1,9,figoeth usd value people make globally competitive products services taxed usd regardless currency sell products based l2s earn revenue eth sequencer fees pay taxes usd eth earnings add value,0,59182.8359375
898,toly 🇺🇸,@0xMert_ @baalazamon Solana already has the most ai2ai transactions.,2024-09-15,6,47,0xmert baalazamon solana ai2ai transactions,1,59182.8359375
899,toly 🇺🇸,@andrewhong5297 @ryanberckmans Also for some reason only solana failed txs are excluded and no other ones.  🤷🏼‍♂️ https://t.co/zjOuDsMozb,2024-09-15,0,4,andrewhong5297 ryanberckmans reason solana failed txs excluded ones httpstcozjoudsmozb,-1,59182.8359375
900,Chris Burniske,"7/ Some context on that bullish December 2020 $SOL unlock, when 80% of SOL's supply was unleashed in one go: https://t.co/yCa02WApYl",2024-09-15,5,62,7 context bullish december 2020 sol unlock 80 sols supply unleashed httpstcoyca02wapyl,-1,59182.8359375
901,Chris Burniske,"6/ I'm sure the paid groups and bottom trolls will jump all over my back for this thread, and that alone is a good sign. They're anxious in expensive shorts. 

They'll bring up the VC rounds, the selling of staking rewards, how this is different from $SOL's bullish unlock in",2024-09-15,0,66,6 im sure paid groups trolls jump thread good sign theyre anxious expensive shorts theyll bring vc rounds selling staking rewards different sols bullish unlock,0,59182.8359375
902,Chris Burniske,"4/ What $TIA bottom trolls aren't grasping:

1) @CelestiaOrg as an ecosystem is firing on all cylinders, with an ideologically committed &amp; diverse set of builders experimenting with zeal. Reminds me of early Bitcoin, Ethereum and Solana energy. 

2) The ""evil VCs"" that're given",2024-09-15,10,128,4 tia trolls arent grasping 1 celestiaorg ecosystem firing cylinders ideologically committed amp diverse set builders experimenting zeal reminds early bitcoin ethereum solana energy 2 evil vcs thatre given,0,59182.8359375
903,toly 🇺🇸,@GwartyGwart @_charlienoyes Solana is a bitcoin L2 endorsed but not backed by Satoshi.  She just did a much better job covering her tracks this time around.,2024-09-15,2,8,gwartygwart charlienoyes solana bitcoin l2 endorsed backed satoshi just did better job covering tracks time,1,59182.8359375
904,toly 🇺🇸,"@ryanberckmans @0xBanana @norbertbodziony Capacity != load.  Then load on solana often includes the worst case txs.  Presently that’s ORE mining, which is onchain pow mining that takes up a bunch of CUs. Ironically, it’s outbidding the other worst case txs which are arbs that lockup the maximum number of markets and",2024-09-14,2,11,ryanberckmans 0xbanana norbertbodziony capacity load load solana includes worst case txs presently thats ore mining onchain pow mining takes bunch cus ironically outbidding worst case txs arbs lockup maximum number markets,-1,60005.12109375
905,Kyle Samani,"@crypto_noodles Huh

I literally staked SOL in epoch 0. It was permissionless

In a world with 100+ permissionless hl validators running EVM rotating leaders frequently I think all the performance gains go away? What is the specific case that they don’t?",2024-09-14,0,15,cryptonoodles huh literally staked sol epoch 0 permissionless world 100 permissionless hl validators running evm rotating leaders frequently think performance gains away specific case dont,0,60005.12109375
906,Kyle Samani,"solana and hyperliquid are apples-oranges

solana was permissionless from day 1

HL achieves the performance it does bc its permissioned",2024-09-14,6,167,solana hyperliquid applesoranges solana permissionless day 1 hl achieves performance does bc permissioned,0,60005.12109375
907,Kyle Samani,"@ipopflop Drift product experience is dramatically better since solana 1.18 went live and they switched to pyth pull oracles. Try using it now

By going full stack and permissioning the validator set HL can obviously deliver a better product experience in a very narrow sense

As of now",2024-09-13,4,29,ipopflop drift product experience dramatically better solana 118 went live switched pyth pull oracles try using going stack permissioning validator set hl obviously deliver better product experience narrow sense,0,60571.30078125
908,Chris Burniske,@daejesse @CelestiaOrg @Aptos @movementlabsxyz @SuiNetwork @ethereum @solana @Sagaxyz__ is definitely an up-and-coming innovation environment worthy of mention here,2024-09-12,0,6,daejesse celestiaorg aptos movementlabsxyz suinetwork ethereum solana sagaxyz definitely upandcoming innovation environment worthy mention,0,58127.01171875
909,Chris Burniske,"Contagious enthusiasm coming from up-and-coming ecosystems like that of @CelestiaOrg or Move (@Aptos @movementlabsxyz @SuiNetwork), while the majors of #Bitcoin, @ethereum &amp; @solana continue getting after it - eyes on $10T, don’t get shook 🫡",2024-09-12,1,96,contagious enthusiasm coming upandcoming ecosystems like celestiaorg aptos movementlabsxyz suinetwork majors bitcoin ethereum amp solana continue getting eyes 10t dont shook,-1,58127.01171875
910,toly 🇺🇸,You don’t need any changes from solana to build a data validating bridge with economic guarantees or even validity proofs or fraud proofs.,2024-09-12,2,31,dont need changes solana build data validating bridge economic guarantees validity proofs fraud proofs,-1,58127.01171875
911,toly 🇺🇸,"@gluk64 No, because there is nothing all the validators can do to convince circle to wire out usdc that’s on solana.  Circles single full node would reject the invalid state transition.  

Enough of the token holders to create a quorum and enough of the “professional security council”",2024-09-12,0,16,gluk64 validators convince circle wire usdc thats solana circles single node reject invalid state transition token holders create quorum professional security council,0,58127.01171875
912,Tushar Jain,"8/ The first product demo for Fuse will be revealed next week at Breakpoint, Solana’s annual developer conference.",2024-09-12,0,7,8 product demo fuse revealed week breakpoint solanas annual developer conference,0,58127.01171875
913,toly 🇺🇸,@deanmlittle @SolPlay_jonas @solana That’s only because you don’t have a good llvm build/test environment,2024-09-12,0,1,deanmlittle solplayjonas solana thats dont good llvm buildtest environment,1,58127.01171875
914,toly 🇺🇸,@SolPlay_jonas @solana Add these optimizations to llvm.  It’s not that hard,2024-09-12,0,8,solplayjonas solana add optimizations llvm hard,0,58127.01171875
915,Kyle Samani,"@fiege_max @crypto_noodles There is a pretty major difference between solana 2020 and hl 2024

Hl achieves its performance bc it’s permissioned. Solana has been permissionless consensus from day 1",2024-09-12,0,0,fiegemax cryptonoodles pretty major difference solana 2020 hl 2024 hl achieves performance bc permissioned solana permissionless consensus day 1,1,58127.01171875
916,toly 🇺🇸,@arixoneth solana is already a based L2 via the wormhole eigenlayer,2024-09-11,0,2,arixoneth solana based l2 wormhole eigenlayer,0,57343.171875
917,Kyle Samani,@soyboy_sol @DriftProtocol We own a lot of both,2024-09-11,0,1,soyboysol driftprotocol lot,0,57343.171875
